page_a,page_b,title_a,title_b,mismatch_type,gemini_similarity,kg_similarity,content_excerpt_a,content_excerpt_b,expert_verdict,notes
dup_0503,page_0088,"[DUP] Commissioning Support Bulletin – Issue 1, 30 April 2012 | NHS England",Board Authority appoints first CSS managing directors and announces decision to host | NHS England,CONFLICT,0.8815,0.0,Introducing the Commissioning Support National Team Recruitment of managing directors for CSSs Checkpoint 2 panels get underway New ‘simulation’ case study being developed New ‘informed customer’ events – ask CCGs to sign up Additional tests for CSSs which provide national ‘at scale’ offers Integrat,"The first round of appointments to commissioning support service (CSS) managing director posts has been made by the NHS Commissioning Board Authority. Nine appointments have been made, while discussions are ongoing with others. The successful appointees, and their current CSSs, are: Robert Bacon – B",,
page_0275,page_0276,General Practice Data for Planning and Research - NHS Digital,GP Appointments Data - NHS Digital,CONFLICT,0.8813,0.0,"General Practice Data for Planning and Research Data Provision Notice to underpin the extraction of General Practice data, for health and social care purposes including planning, policy development, public health, commissioning and research. Page contents Overview NHS Digital currently fulfils its s",GP Appointments Data Data Provision Notice to support the extraction of transactional appointment and utilisation data from all general practices and Primary Care Networks in England. Page contents Overview The GP Appointments Data collection was started to collect information regarding appointments,,
page_0168,page_0171,Product and delivery management graduate scheme - NHS Digital,User centred design graduate scheme - NHS Digital,CONFLICT,0.8812,0.0,Product and delivery management graduate scheme Our product and delivery management graduate scheme offers the opportunity to work at the forefront of digital health. Developing your skills and knowledge while supporting NHS Digital to transform health and care. Page contents Sign-up for notificatio,User centred design graduate scheme Our user centred design schemes offer the opportunity to work at the forefront of digital health. Developing your skills and knowledge while supporting NHS Digital to transform health and care. Page contents Sign-up for notifications for September 2020 placements.,,
dup_0516,page_0166,[DUP] Apprenticeship scheme - NHS Digital,Graduate scheme - NHS Digital,CONFLICT,0.8802,0.0,"[NEEDS_PARAPHRASE] Apprenticeship scheme An apprenticeship combines a practical job with study. The standards are designed by industry organisations and end with a qualification, ranging from GSCE to degree level. Page contents All apprenticeships are governed by the Institute for Apprenticeships an","Graduate scheme The graduate scheme is a training programme, run by NHS Digital, to develop our workforce to meet the future needs of our business. Page contents Overview of the graduate scheme The scheme lasts two years and includes accreditation to professional qualifications, alongside on-the-job",,
page_0021,page_0036,Board meeting – 13 April 2012 | NHS England,Board meeting – 31 May 2012 | NHS England,CONFLICT,0.88,0.0,"We hold our board meetings in public in the interests of openness and transparency in our decision making. The next public board meeting will take place on Friday 13 th April 2012 from 1.00pm to 4.00pm in Quarry House, Quarry Hill, Leeds LS2 7UE. If you would like to attend, please register your int","We hold our board meetings in public in the interests of openness and transparency in our decision making. The next public board meeting will take place, at the Birmingham University Edgbaston campus, on Thursday 31 st May 2012 from 10.30am to 1.00pm in the: Nicolson Building (next to) Winterbourne ",,
page_0031,page_0082,Preparation for commissioning picks up pace – Barbara Hakin | NHS England,"Bulletin for proposed CCGs – Issue 16, 4 July 2012 | NHS England",CONFLICT,0.88,0.0,"The pace is picking up now in terms of establishing CCGs, with less than ten months left until the new system goes live in April 2013. Across the country, groups of practices have been coming together and identifying the shape and configuration of their CCG. It is a fantastic achievement that these ",Contents Welcome from Barbara Hakin Single operating model for commissioning primary care NHS (Clinical Commissioning Groups) Regulations 2012 Code of conduct published Commissioning assembly Draft mandate to the NHS Commissioning Board Recruitment of domain and key assessors for Wave 1 CCG authoris,,
page_0089,page_0364,Board meeting – 19 July 2012 | NHS England,NHS England » Videos of the Board meeting held on 31 May 2012,CONFLICT,0.8796,0.0,"The next public board meeting will take place on Thursday 19 th July 2012 from 1.15pm to 3.00pm in Quarry House, Quarry Hill, Leeds LS2 7UE. If you would like to attend, please register your interest as places are limited. Please contact commissioningboard@nhs.net or call 0113 254 6515, by 12 noon o",8 June 2012 - 14:58 Our latest public board meeting took place on Thursday 31st May 2012. You can see the agenda and papers for the meeting . The board meeting was broadcast live as part of our commitment to make information as accessible as possible. View a recording of the board meeting on Ustream,,
page_0014,page_0350,Board meeting – 2 February 2012 | NHS England,NHS England » Board meeting – 13 April 2012,CONFLICT,0.8795,0.0,"The next public board meeting will take place on Thursday 2 February 2012 from 10.30am to 12pm in Quarry House, Quarry Hill, Leeds, LS2 7UE. If you are planning to attend, please register your interest as places are limited. Please contact Geraldine McCarry at geraldine.mccarry@nhs.net or call on 01","We hold our board meetings in public in the interests of openness and transparency in our decision making. The next public board meeting will take place on Friday 13 th April 2012 from 1.00pm to 4.00pm in Quarry House, Quarry Hill, Leeds LS2 7UE. If you would like to attend, please register your int",,
dup_0508,page_0069,[DUP] NHS England » Awareness and skills to ensure the CCG will be able to undertake procurement in accordance with best practice,"NHS England » Understanding and skill to identify requirements, secure support and monitor performance",CONFLICT,0.8791,0.0,"[NEEDS_PARAPHRASE] 11 June 2012 - 08:21 These products will be of help to individual leaders : NHS Institute’s Leadership series: Leading the Board This one day workshop is an introduction to the legal requirements of public sector governance, and the responsibilities of the CCG governing body. Revi","11 June 2012 - 08:17 These products will be of help to individual leaders, senior teams and governing bodies : Early Warning Systems in the NHS Review of early warning systems in the NHS, National Quality Board Feb 2010 This review from the National Quality Board, undertaken in 2010, looks at system",,
page_0197,page_0198,Annual inclusion report 2021-22 - NHS Digital,A look at the diversity of our workforce today - NHS England Digital,CONFLICT,0.8791,0.0,"Annual inclusion report 2021-22 Current Chapter Annual inclusion report 2021-22 View all Next Chapter Welcome Note to reader This report was drafted and progressed through governance in advance of the announcement in November 2021 that NHS Digital, alongside NHSX, will merge with NHS England and Imp","Part of Annual inclusion report 2021-22 A look at the diversity of our workforce today Previous Chapter Our diversity and inclusion journey continues Current Chapter Current chapter – A look at the diversity of our workforce today View all Next Chapter Our pay gaps Page contents This year, one of ou",,
page_0452,page_0455,Birth Notification Application guide for child health - NHS Digital,The birth notification process - NHS Digital,CONFLICT,0.8787,0.0,Birth Notification Application guide for child health Publication date: 30 Jan 2019 Skip to content Publication chapters Birth Notification Application guide for child health Things to know about the Birth Notification Application Allocate or notify The birth notification process Listing and viewing,Part of Birth Notification Application guide for child health The birth notification process This is part 4 of the Birth Notification Application (BNA) guide for child health. Previous Chapter Allocate or notify Current Chapter Current chapter – The birth notification process View all Next Chapter L,,
page_0452,page_0456,Birth Notification Application guide for child health - NHS Digital,The birth notification process - NHS Digital,CONFLICT,0.8787,0.0,Birth Notification Application guide for child health Publication date: 30 Jan 2019 Skip to content Publication chapters Birth Notification Application guide for child health Things to know about the Birth Notification Application Allocate or notify The birth notification process Listing and viewing,Part of Birth Notification Application guide for child health The birth notification process This is part 4 of the Birth Notification Application (BNA) guide for child health. Previous Chapter Allocate or notify Current Chapter Current chapter – The birth notification process View all Next Chapter L,,
page_0469,page_0470,Supplier status: 999 AST to CAS - NHS Digital,Supplier status: all suppliers and applications - NHS Digital,CONFLICT,0.8787,0.0,Supplier status: 999 AST to CAS See which IT system suppliers currently offer the Booking and Referral Standard (BaRS) for 'Referral into UEC (Application 3)'. For those still implementing the Standard in their systems you can see the status of their implementation. Page contents As a healthcare pro,Supplier status: all suppliers and applications See the implementation status for all healthcare system suppliers engaged with the Booking and Referral Standard (BaRS) programme for all care journeys or applications currently available. Page contents See which healthcare system suppliers offer BaRS ,,
page_0339,page_0350,NHS England » Board Meeting – 9 December 2011,NHS England » Board meeting – 13 April 2012,CONFLICT,0.8786,0.0,"5 December 2011 - 17:30 The first public board meeting will take place on Friday 9 December 2011 from 3 to 4.30pm in Quarry House, Quarry Hill, Leeds, LS2 7UE. You can view the agenda and board papers here. Board Meeting – Agenda Board papers – 9th December 2011 Paper NHSCBA-12-2011-1 – Governance a","We hold our board meetings in public in the interests of openness and transparency in our decision making. The next public board meeting will take place on Friday 13 th April 2012 from 1.00pm to 4.00pm in Quarry House, Quarry Hill, Leeds LS2 7UE. If you would like to attend, please register your int",,
page_0468,page_0470,Supplier status: 999 AST to CAS for validation - NHS Digital,Supplier status: all suppliers and applications - NHS Digital,CONFLICT,0.8786,0.0,Supplier status: 999 AST to CAS for validation See which IT system suppliers currently offer the Booking and Referral Standard (BaRS) for 'Referral into UEC for validation (Application 4)'. For those still implementing the Standard in their systems you can see the status of their implementation. Pag,Supplier status: all suppliers and applications See the implementation status for all healthcare system suppliers engaged with the Booking and Referral Standard (BaRS) programme for all care journeys or applications currently available. Page contents See which healthcare system suppliers offer BaRS ,,
page_0071,page_0367,NHS England » Skills and behaviours to plan and implement successful and sustainable change,"NHS England » Skills in crafting messages for patients and public, capability in handling interviews with the Press",CONFLICT,0.8781,0.0,"11 June 2012 - 08:12 These products will be of help to individual leaders, senior teams and extended teams : NHS Institute’s Leading improvement in quality and safety A series of six one-day workshops over six to nine months which together make a comprehensive development programme for practice lead",11 June 2012 - 08:21 This product will be of help to i ndividual leaders and extended teams : NHS Institute’s Leadership series: Leading People A one-day national workshop that will help you engage and lead people throughout your locality. Create a compelling narrative to inspire and engage colleagu,,
page_0060,page_0069,"NHS England » Knowledge of best practice and capability to create a culture, infrastructure and processes to ensure that patients, carers and communities – including marginalised groups – are involved as key partners throughout the commissioning process. This includes using patient feedback to shape services","NHS England » Understanding and skill to identify requirements, secure support and monitor performance",CONFLICT,0.8779,0.0,"11 June 2012 - 08:10 These products will be of help to individual leaders, senior teams, governing bodies, extended teams and whole CCGs : Review of Early Warning Systems in the NHS Chapter 3 of this review from the National Quality Board, looks specifically at the role that patient and public can p","11 June 2012 - 08:17 These products will be of help to individual leaders, senior teams and governing bodies : Early Warning Systems in the NHS Review of early warning systems in the NHS, National Quality Board Feb 2010 This review from the National Quality Board, undertaken in 2010, looks at system",,
page_0048,page_0090,NHS England » Landmark moment on the road to authorisation – Barbara Hakin,NHS England » Proposals for authorisation conditions and support published,CONFLICT,0.8775,0.0,"28 May 2012 - 08:42 Last week we reached a real landmark moment in the journey towards developing CCGs and the new clinically-led commissioning system. As you will have heard, we now have proposed CCGs covering the whole of England. That means 212 groups of practices have chosen to come together to ","12 July 2012 - 14:13 Proposals for the final key elements of the authorisation governance process for CCGs, including the decision-making, moderation, conditions and support processes within the NHS Commissioning Board (NHS CB), have been published today. The information is in a paper to the NHS Com",,
page_0445,page_0446,API platform - NHS England Digital,Building healthcare APIs - NHS England Digital,CONFLICT,0.8774,0.0,"API platform The NHS England API platform is a ‘front door’ for health and care APIs, primarily for the NHS in England. Page contents About this service The NHS England API platform is a centralised hub for health and care APIs, designed to streamline integration for point-of-care and patient-facing","Building healthcare APIs Find out what’s involved in building healthcare APIs for use in the NHS in England, and how our API platform can help. Page contents Overview This page explains what’s involved in building healthcare APIs for the NHS in England, and how our API platform can help. It applies ",,
page_0089,page_0349,Board meeting – 19 July 2012 | NHS England,Videos of the Board meeting held on 13 April 2012 | NHS England,CONFLICT,0.8769,0.0,"The next public board meeting will take place on Thursday 19 th July 2012 from 1.15pm to 3.00pm in Quarry House, Quarry Hill, Leeds LS2 7UE. If you would like to attend, please register your interest as places are limited. Please contact commissioningboard@nhs.net or call 0113 254 6515, by 12 noon o","Our latest public board meeting took place on Friday 13 April 2012. You can see the agenda and papers for the meeting . The board meeting was broadcast live as part of our commitment to make information as accessible as possible. View a recording of the board meeting on Ustream , or separate recordi",,
page_0198,page_0201,A look at the diversity of our workforce today - NHS England Digital,Our pay gaps - NHS England Digital,CONFLICT,0.8761,0.0,"Part of Annual inclusion report 2021-22 A look at the diversity of our workforce today Previous Chapter Our diversity and inclusion journey continues Current Chapter Current chapter – A look at the diversity of our workforce today View all Next Chapter Our pay gaps Page contents This year, one of ou",Part of Annual inclusion report 2021-22 Our pay gaps Previous Chapter A look at the diversity of our workforce today Current Chapter Current chapter – Our pay gaps View all Next Chapter Workforce Race Equality Standard (WRES) Page contents We've analysed our pay gaps in 3 categories: gender ethnicit,,
dup_0508,page_0062,[DUP] NHS England » Awareness and skills to ensure the CCG will be able to undertake procurement in accordance with best practice,NHS England » Skills in securing improved patient experience in all aspects of commissioning,CONFLICT,0.876,0.0,"[NEEDS_PARAPHRASE] 11 June 2012 - 08:21 These products will be of help to individual leaders : NHS Institute’s Leadership series: Leading the Board This one day workshop is an introduction to the legal requirements of public sector governance, and the responsibilities of the CCG governing body. Revi","11 June 2012 - 08:27 These products will be of help to individual leaders, senior teams, governing bodies, extended teams and whole CCGs : NHS Institute’s Commissioning for a Positive Patient Experience One-day workshop using coaching to use the principles of Experience Based Design to improve patie",,
page_0201,page_0206,Our pay gaps - NHS England Digital,A look at the diversity of our workforce today - NHS Digital,CONFLICT,0.8756,0.0,Part of Annual inclusion report 2021-22 Our pay gaps Previous Chapter A look at the diversity of our workforce today Current Chapter Current chapter – Our pay gaps View all Next Chapter Workforce Race Equality Standard (WRES) Page contents We've analysed our pay gaps in 3 categories: gender ethnicit,Part of Annual inclusion report 2023 A look at the diversity of our workforce today Previous Chapter Our inclusion journey so far Current Chapter Current chapter – A look at the diversity of our workforce today View all Next Chapter Our pay gaps Page contents 2022 workforce diversity snapshot This w,,
page_0123,page_0140,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.8753,0.0,"NHS Digital is the national information and technology partner to the health and care system Search Search Coronavirus (COVID-19) NHS Digital is helping support the front line of the NHS in responding to coronavirus (COVID-19) with systems, services, and data. From triage of patients to protecting t","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0186,page_0188,Freedom of Information disclosure log November 2019 - NHS Digital,Freedom of Information disclosure log November 2020 - NHS Digital,CONFLICT,0.8752,0.0,Freedom of Information disclosure log November 2019 See the information we have made available in response to requests considered under the FOI Act or Environmental Information Regulations for November 2019. Search A-Z Search A-Z F Freedom of information request NIC-329997-J2H0J Information request ,Freedom of Information disclosure log November 2020 See the information we have made available in response to requests considered under the Freedom of Information (FOI) Act or Environmental Information Regulations for November 2020. Search A-Z Search A-Z F Freedom of information request NIC-409137-W,,
page_0303,page_0326,Health Education England » New national dementia training launched for healthcare staff,"Health Education England » HEE delivers dementia awareness training to more than 100,000 staff to improve care for patients",CONFLICT,0.8752,0.0,"15 May 2013 - 10:19 A new online training resource has been launched today to ensure that all staff in the NHS and in social care can be dementia-aware. The e-learning resource will help to deliver the roll out of the Prime Minister’s dementia package that would see 100,000 nurses and health care as","29 November 2013 - 10:28 Health Education England is delighted to announce it has achieved one of its mandate requirements early, with more than 100,000 staff providing NHS services having received dementia awareness training. This was one of the priorities in the Government’s mandate to Health Educ",,
page_0022,page_0025,Authorisation: Final draft guide published and next steps outlined | NHS England,"Bulletin for proposed CCGs – Issue 13, 1 May 2012 | NHS England",CONFLICT,0.875,0.0,Clinical commissioning group authorisation: Draft guide for applicants has been published following its formal ratification at the Board meeting of the NHS Commissioning Board Authority (NHS CBA) on 13 April 2012. The guide is still formally a ‘draft’ because the authorisation regulations have yet t,Contents Welcome from Barbara Hakin Letter to emerging CCG leaders from David Nicholson Authorisation: Final draft guide published and next steps outlined New places available at leadership assessment centre HR guidance for CCGs CCGs and Agenda for Change Financial planning exercise Commissioning su,,
page_0400,page_0423,NHS England » Our 2022/23 business plan,NHS England » Foreword from our chair,CONFLICT,0.8749,0.0,"View and read the NHS England business plan for 2022/2023 via the menu below: Foreword from our chair Introduction from our chief executive 1. Support the NHS to attract and retain more people, working differently in a compassionate and inclusive culture 2. Continue to lead the NHS in responding to ","NHS England is an independent organisation established by Parliament and charged with the stewardship of the NHS. We operate under a democratic mandate from government, and our mission, with our partners, is to improve health and secure high quality healthcare for the people of England, now and for ",,
page_0439,page_0441,AI knowledge repository - NHS England Digital,Develop AI - NHS England Digital,CONFLICT,0.8748,0.0,"AI knowledge repository Artificial Intelligence (AI) has the potential to make a significant difference in health and care settings. We’re already seeing numerous applications of AI technology, and more work is underway to fully harness its benefits and use AI safely and ethically at scale. AI as a ",Develop AI Find resources to help you design and build AI that can help overcome challenges facing individuals and organisations across the health and care system. Page contents Help us to improve Help us to make improvements to this service by completing our feedback survey . Resources ARTICLE AI d,,
page_0065,page_0365,NHS England » Understanding of integrated governance and awareness of components of good integrated governance responsibilities (individual and corporate),NHS England » Awareness and skills to ensure the CCG will be able to undertake procurement in accordance with best practice,CONFLICT,0.8743,0.0,"11 June 2012 - 08:24 These products will be of help to individual leaders, senior teams and governing bodies : The Model Constitution Framework for CCGs This Framework co-produced with the NHS, provides a template covering the areas CCGs will wish to consider when drawing up a constitution. It bring","11 June 2012 - 08:21 These products will be of help to individual leaders : NHS Institute’s Leadership series: Leading the Board This one day workshop is an introduction to the legal requirements of public sector governance, and the responsibilities of the CCG governing body. Review your current str",,
dup_0508,page_0065,[DUP] NHS England » Awareness and skills to ensure the CCG will be able to undertake procurement in accordance with best practice,NHS England » Understanding of integrated governance and awareness of components of good integrated governance responsibilities (individual and corporate),CONFLICT,0.8743,0.0,"[NEEDS_PARAPHRASE] 11 June 2012 - 08:21 These products will be of help to individual leaders : NHS Institute’s Leadership series: Leading the Board This one day workshop is an introduction to the legal requirements of public sector governance, and the responsibilities of the CCG governing body. Revi","11 June 2012 - 08:24 These products will be of help to individual leaders, senior teams and governing bodies : The Model Constitution Framework for CCGs This Framework co-produced with the NHS, provides a template covering the areas CCGs will wish to consider when drawing up a constitution. It bring",,
page_0068,page_0070,"NHS England » Appropriate levels of influence, skill and capacity to build effective and well governed partnerships to improve population outcomes","NHS England » Knowledge of the issues involved in partnering with officers and members in local government, and in giving public account for CCG decisions. Understanding of the importance of effective relationships. Skills in presenting plans to a public committee",CONFLICT,0.8742,0.0,"11 June 2012 - 08:17 These products will be of help to individual leaders and senior teams : NHS Institute’s: Collaborating and Partnering One-day workshop to further your shared vision and collaborative agreements, to maximise the resilience and effectiveness of inter-CCG partnerships. Incorporate ","11 June 2012 - 08:16 These products will be of help to individual leaders and senior teams : JSNAs and joint health and wellbeing strategies, draft guidance Draft guidance on the roles for clinical commissioning groups and their partners in refreshing the JSNA and developing the joint health and wel",,
page_0297,page_0330,Health Education England » Health Education England to pilot healthcare experience for aspirant nurses before university,Health Education England » Aspirant nurses describe journey so far on pioneering care pilots,CONFLICT,0.8742,0.0,26 March 2013 - 13:53 Today Health Education England is welcoming the announcement by Secretary of State for Health Jeremy Hunt MP that HEE should pilot a scheme whereby those who wish to study NHS funded nursing degrees should first spend time working as a healthcare assistant to assess their value,19 February 2014 - 10:46 Students on Health Education England’s (HEE) pioneering pre-nursing experience pilot programme have been describing their journeys so far. The Francis report recommended that student nurses should spend time working directly with patients before taking up their degree course,,
page_0048,page_0106,NHS England » Landmark moment on the road to authorisation – Barbara Hakin,NHS England » Proposals for authorisation conditions and support published,CONFLICT,0.8738,0.0,"28 May 2012 - 08:42 Last week we reached a real landmark moment in the journey towards developing CCGs and the new clinically-led commissioning system. As you will have heard, we now have proposed CCGs covering the whole of England. That means 212 groups of practices have chosen to come together to ","Proposals for the final key elements of the authorisation governance process for CCGs, including the decision-making, moderation, conditions and support processes within the NHS Commissioning Board (NHS CB), have been published today. The information is in a paper to the NHS Commissioning Board Auth",,
page_0276,page_0279,GP Appointments Data - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,0.8735,0.0,GP Appointments Data Data Provision Notice to support the extraction of transactional appointment and utilisation data from all general practices and Primary Care Networks in England. Page contents Overview The GP Appointments Data collection was started to collect information regarding appointments,"GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
page_0458,page_0461,Birth Notification Application guide for maternity - NHS Digital,Listing and viewing birth notifications - NHS Digital,CONFLICT,0.8735,0.0,Birth Notification Application guide for maternity Publication date : 29 Jan 2019 Skip to content Page contents Summary This user guide is intended for maternity users of the Birth Notification Application (BNA). It provides guidance for when you need to submit a birth notification and receive an NH,Part of Birth Notification Application guide for maternity Listing and viewing birth notifications This is part 5 of the Birth Notification Application (BNA) guide for maternity. Previous Chapter Registering a birth Current Chapter Current chapter – Listing and viewing birth notifications View all N,,
page_0403,page_0407,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0403,page_0408,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0403,page_0409,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0403,page_0411,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0403,page_0412,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0404,page_0408,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0404,page_0412,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0405,page_0407,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0405,page_0408,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0405,page_0409,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0405,page_0410,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0405,page_0411,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0405,page_0412,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
